ID,Symbol,CC-1,CC-2,CC-3,C4-1,C4-2,C4-3,IG-1,IG-2,IG-3,Z1-1,Z1-2,Z1-3,Z2-1,Z2-2,Z2-3
P49821,NDUFV1,11810.00802,20388.44825,6534.545632,,4923.903809,11452.5893,,,,18422.13621,13228.91153,15911.72782,8314.89628,8930.513535,12047.58839
P49841,GSK3B,,17869.31641,8498.615234,10746.67188,24080.19141,23564.8418,2448.526611,,,19261.62109,15031.02441,9712.597656,3562.783936,12055.11523,14781.30469
P49848,TAF6,2026.415513,5454.580448,2240.539007,3752.972839,5176.459253,6671.576499,,,,13792.34961,12524.16601,10326.98524,7358.597527,9788.491272,15034.14129
P49862,KLK7,34155.11784,,27609.58181,7744.558287,16877.84248,32893.83437,9707.030086,12598.44536,,11884.16403,14319.69023,12503.54091,12023.31202,10475.65983,
P49902,NT5C2,,,31094.31055,,,3278.136963,,,,,,4686.62793,,,
P49903,SEPHS1,1569.926527,3214.894149,,2408.907258,11775.49414,19831.75781,,,,1565.668676,2666.768059,4551.828881,,7617.527475,5646.728516
P49908,SELENOP,61090.64844,56650.57031,47698.00781,72081.15625,66855.36719,59839.83594,,,29927.32422,48774.14844,34529.21094,57917.23047,31647.70703,42817.22656,
P49916,LIG3,10032.62906,29385.58468,10940.17266,17763.2397,35461.28926,41652.0644,3757.013527,,2442.50117,34394.05052,43292.50341,44402.30414,35384.14732,35728.5693,58723.71551
P49959,MRE11,7559.110143,18608.48793,7550.737481,11682.50758,27824.14118,29969.9327,4285.153777,,,17040.12026,19950.42531,20034.59845,18050.52635,19761.40477,30821.79353
P50135,HNMT,86212.85156,98767.89062,127404.0469,127485.9453,137419.4844,63965.04688,,73503.55469,80525.65625,69885.125,90583.26562,95579.45312,71989.28125,104780.5625,129759.5
P50395,GDI2,12641.50116,6820.777185,19091.87355,5647.12321,29037.25866,25649.19531,3347.097514,,,11078.26099,9477.767712,8105.994198,4622.114024,6229.727411,11102.44863
P50402,EMD,15589.33302,31680.92186,16505.46893,35405.78569,57619.00421,65061.79736,16075.49864,3447.629496,6441.142912,234104.5343,290633.8282,247854.0266,103685.3185,122776.2784,172991.4276
P50452,SERPINB8,15121.76562,13732.20801,7477.782227,,7813.125977,7872.222168,,12589.66797,,4010.170166,20920.84375,,,,
P50454,SERPINH1,34702.9736,61126.55422,34309.22935,7237.073661,26413.57031,21590.47596,1430.026227,,1551.123173,7885.023429,7926.187476,7185.137115,4850.536818,4033.456973,6087.411824
P50479,PDLIM4,9094.688821,17772.41602,4618.208627,13799.12547,30065.12109,25100.74283,3404.681066,,2829.502866,32829.66917,34753.46654,23745.32812,14912.66541,12329.89604,9619.244385
P50552,VASP,4336.783242,19921.95,10737.9137,11222.79685,28839.96635,12009.58127,2649.899465,,,9170.508166,10888.36057,14360.86428,5460.692237,5339.522408,10087.33184
P50570,DNM2,12006.51005,27315.26194,23463.34375,,25225.92188,20685.98438,,,,21706.0159,12514.68466,2293.136147,9387.118164,15351.7403,12895.28784
P50579,METAP2,,,753.8431396,2870.211426,3569.854492,3074.769531,,,,1877.877319,,1665.237671,,3846.181152,7205.893066
P50613,CDK7,6644.921875,7868.137695,,,,3736.722168,,,,6720.793457,13768.04297,10191.79297,4103.929688,,8474.061523
P50750,CDK9,4718.727979,3784.363842,2498.056692,1436.871614,4278.177727,7250.085339,,,1117.826239,16774.22384,6947.99461,15395.06828,7458.736219,4616.967045,2528.481862
P50851,LRBA,140004.4219,111727.1094,79934.67188,70824.95312,79765.82031,129725.4531,,,,108807.3672,134116.4219,139191.4375,90608.46875,113859.6172,107862.2969
P50914,RPL14,39856.19001,86020.47364,61318.52578,30100.9413,58667.90055,62214.23245,10017.44276,4006.58714,5714.386497,61225.49458,85453.73039,82860.81598,52455.16593,44264.74073,83603.11414
P50990,CCT8,12246.37502,15436.21387,19964.88925,2266.472802,13129.61696,7590.7546,,,,5589.467607,6730.700936,4776.477052,3061.804265,4616.856038,3899.983369
P50991,CCT4,8128.991614,21928.26685,36029.06281,10941.34878,23915.60129,20120.30535,,,,19108.4746,13300.56713,20870.80703,6589.829387,12885.56695,14097.93222
P50995,ANXA11,,,,12147.09863,,,,,,14737.29492,3949.826904,,,,
P51114,FXR1,26352.86615,57403.10283,17957.15129,6935.036577,31680.3945,16808.51279,,,,21898.43007,10307.38591,10405.77884,9251.931376,8549.562083,10423.37872
P51116,FXR2,,12324.94727,1585.445923,,,,,,,,,,1384.097656,,6046.273438
P51148,RAB5C,10312.02792,10167.98965,20457.62671,13406.60581,36617.86312,25909.53516,4941.958338,,,45864.54563,47760,34012.62109,28924.60061,18025.75586,45255.33984
P51149,RAB7A,,38240.44369,44273.4192,10596.37713,18966.89301,25900.14557,,,,22488.69378,32295.55306,22180.35039,20342.32208,11860.86735,36118.27338
P51153,RAB13,7091.394713,16029.71832,7434.078253,7263.721989,19625.09995,15836.43568,3331.603859,,,22705.48353,13485.30538,21541.76015,9069.380188,8428.557739,10574.00145
P51398,DAP3,11621.51797,,4251.151408,,4711.23509,,,,,5789.466264,,5554.761658,,,3550.775597
P51513,NOVA1,,,,,4288.371094,5293.527344,,,,,,,,,
P51531,SMARCA2,22857.50639,47480.10691,21892.90979,19501.99571,27494.80391,27523.01008,,,4103.932592,38123.21265,39037.0149,32860.57336,33218.90401,34356.96302,43290.88472
P51532,SMARCA4,23430.66176,53962.12676,25930.92462,20950.93405,35017.42523,37090.90772,5432.702799,,2870.915286,53969.46822,67299.55587,56779.88627,29810.848,34084.31779,57711.19139
P51571,SSR4,9189.970477,15343.34961,6316.205656,,9115.163095,16070.23926,5411.75158,,,21972.01758,9661.296714,16453.99001,12448.69336,7568.580078,11059.94727
P51572,BCAP31,8616.635526,24193.08594,11693.7386,9724.65619,,13070.89999,,,,28904.15641,33530.48438,34629.35938,12875.03516,20992.65,14231.96324
P51587,BRCA2,,1207.199951,,,,,,,,,1398.553223,2550.315186,,,8029.47998
P51608,MECP2,31793.21919,68607.42869,26792.62548,44951.19111,78709.5287,69000.56491,4068.385417,2922.946307,5030.274468,129977.2908,164549.528,131842.7323,79691.73429,90597.09764,138994.9373
P51610,HCFC1,13419.9707,35756.41175,16554.06768,28506.93449,45808.4223,40990.59906,3808.784578,2873.236683,4212.821841,45255.00478,53121.84375,39404.60664,34531.1231,37119.0833,55029.60497
P51648,ALDH3A2,,,7745.87792,,,,,,,6779.345687,9294.872631,6478.120231,5914.215273,8638.868624,9627.107853
P51659,HSD17B4,11826.10235,20170.05361,25774.83081,15671.6543,16698.56892,17421.59987,4036.313949,2638.489555,2410.259803,12098.8941,13637.10807,8540.073447,5490.19629,6414.215235,6435.636038
P51809,VAMP7,,,,,4195.120117,,,,,5205.450195,4683.006836,3459.749512,,,
P51825,AFF1,3927.940409,6242.909455,3046.209204,5609.978974,4061.83045,4868.44195,,,,6160.587599,11369.79942,8887.833347,3516.443764,1807.800576,3582.704311
P51858,HDGF,68884.39689,117595.3589,71430.48725,72879.43793,185393.6423,164863.0938,8218.041349,3808.495217,11154.33356,67772.58084,90522.2331,90439.55182,75544.38332,84722.28277,123326.1197
P51911,CNN1,114439.1149,232330.5388,126711.7519,92884.77451,109968.9949,101890.9852,27468.20023,14408.03642,19408.28499,61827.66016,50216.37358,54558.71102,51562.63194,51963.53861,70700.19578
P51946,CCNH,,8806.55904,4358.490531,,4395.379958,,,,,13925.41233,17560.60887,22009.11659,6060.028727,10674.29506,11006.50901
P51948,MNAT1,9133.399414,15949.85352,,7530.771484,17917.0625,,,,,22597.78906,13959.83105,21929.76172,13638.21094,8500.96582,14654.19336
P51991,HNRNPA3,466023.5427,901293.3625,470099.6072,300134.5333,640308.7053,631818.0129,88803.7619,34035.96397,84450.20634,999650.2624,1092156.255,1175230.313,725074.3682,701455.7314,980216.0657
P52209,PGD,,,170142.7156,,13465.40734,,,,,13661.18965,,,,,
P52272,HNRNPM,328542.75,706112.3421,350891.1276,297345.3639,575338.8595,593628.5165,64894.21786,17385.96751,69965.88181,912942.8762,1064255.738,1026813.737,700403.1573,659299.375,969001.5548
P52292,KPNA2,29553.56967,60743.2409,23396.9285,16433.67496,49208.3909,51982.73766,5509.231661,,2707.522407,46138.06767,60275.64171,54113.04688,49571.99785,51298.42168,78565.04688
P52298,NCBP2,,,,,,,,,,,91306.48438,,43667.76172,41460.9375,79360.89844
P52429,DGKE,10792.26758,9964.818359,,,,,,,,,,,,,33740.78516
P52434,POLR2H,6219.40447,6571.722808,4227.973953,4725.170771,13995.05498,6358.172058,,,,18501.30973,13795.75174,18329.14469,9129.527221,11402.74237,34400.20948
P52597,HNRNPF,26050.38959,50501.13776,26744.48481,26891.00137,43338.33594,47947.81616,7259.407668,2060.505146,5490.022509,60078.44708,67736.98987,66081.02809,51994.48487,49911.26695,72955.00313
P52701,MSH6,12645.73535,27205.95731,10833.93027,10676.90419,21640.44673,26832.06669,1523.778939,,,9726.344304,12719.30631,12377.10143,14323.03045,14058.13834,19779.00385
P52732,KIF11,196527.4375,183173.2969,168044.4844,202856.3594,183325.0938,171796.75,130516.2266,151103.5,140946.8281,180128.9688,176026.1406,214807.3125,170741.1719,162765.25,161168.2812
P52739,ZNF131,4159.660305,13714.21094,2471.962192,4873.166411,4522.591454,3603.129021,,,,6474.257921,5179.239959,5673.890893,7747.833008,4675.341309,7207.478036
P52756,RBM5,17117.72033,17891.77545,11505.27918,11571.82672,11082.79689,14620.94197,,,,33118.2319,28045.35148,20862.50458,16058.06696,15774.7118,23132.75009
P52848,NDST1,598421.1551,610525.8607,607761.7974,443607.8116,466067.6422,493075.1169,591731.2012,491578.0022,558249.5307,551530.5326,441374.7448,596621.4261,533620.8613,537730.4742,561073.4557
P52907,CAPZA1,19028.85534,38801.43122,56966.5151,13909.04486,31057.80971,30249.02225,18520.78675,6392.116596,12694.33114,47602.36508,44495.87661,31702.13465,26581.31727,21421.54553,40606.24383
P52926,HMGA2,48895.72056,69679.29688,36396.42343,45023.5,81161.47806,55926.60938,33073.60938,28939.36253,26816.62361,238612.5312,264018.1114,236285.4669,61582.30859,55636.30217,92740.25
P52943,CRIP2,7629.63623,5113.438965,18418.17188,,19106.72852,19965.53711,,,,9758.62207,15942.70312,,,6070.28125,3567.033936
P52948,NUP98,12875.30364,35567.10439,17249.15545,12473.99255,28384.43049,30059.6106,5032.089821,3257.929817,5339.916131,54194.72265,63477.38586,57441.84861,39456.24828,41563.08186,57562.69162
P52952,NKX2-5,11774.22852,8639.458008,3603.716553,10174.46191,14287.95312,10580.09082,,,,20309.24414,17649.97656,9823.339844,12360.09961,15839.34863,17876.98047
P53007,SLC25A1,13297.15222,25487.42578,15439.37812,7188.837595,26100.85938,23618.25333,9224.888316,,,14992.85714,23924.98359,28391.13086,19262.02539,12140.7424,22473.89062
P53350,PLK1,33768.94531,87713.19531,44267,38121.82422,32854.96094,37659.66406,4184.152344,,,47300.69141,59838.50391,62242.94141,46072.08594,45177.1875,88883.07031
P53396,ACLY,10176.44017,10324.42983,17020.68122,,20967.23677,14138.92405,,,37035.06688,6962.473652,,8891.610389,3071.89561,,10826.23448
P53582,METAP1,20720.63017,36133.30328,16988.41797,24124.67573,37001.17723,48000.03125,9971.794597,,,33656.47656,47934.0659,56008.88717,22209.08594,28902.80979,31887.853
P53597,SUCLG1,,22525.25781,,5892.773438,,31781.43555,,,,17168.08789,32153.75,26616.02344,16265.80469,17600.39062,
P53621,COPA,,5005.746196,8246.259578,,6988.161991,9967.416632,,,,,,3597.373118,,,3572.67356
P53680,AP2S1,10214.86596,15300.27725,5584.797163,,17528.83213,6592.126154,,,,26517.47946,16727.93277,21665.11874,7694.024739,9582.781203,7816.749253
P53708,ITGA8,450723,466196,384433.3125,380950.2188,356417.8125,343535.875,456733.8125,452404.75,415302.0625,344092.0625,374685.75,408623.8125,395958.2812,392948.9375,392412.25
P53814,SMTN,12464.56107,25988.85249,12494.38937,10971.56793,14167.02443,22013.09835,2194.523884,,1534.885524,11118.69031,8672.027226,7263.401198,8075.939016,5618.174884,15867.96075
P53985,SLC16A1,,6291.325603,,17595.08794,30699.78629,23318.35326,,,,31149.92787,50315.78579,28284.06628,6144.384727,16538.27467,14842.82088
P53992,SEC24C,18918.1068,23212.45641,21822.96781,21341.74907,33323.28519,26024.03746,,,,19458.19727,6260.62207,8119.29947,11021.52825,9833.944046,
P53999,SUB1,75071.31306,163121.1081,81479.91451,119030.86,217516.4792,256627.712,28691.01456,12710.45256,26569.10128,98937.60156,122609.5312,86771.51562,93443.60692,104906.125,154104.6562
P54108,CRISP3,17145.66104,,51439.07873,,21449.84756,,16710.4334,9804.261555,13995.9706,,,12627.78338,,6299.801466,
P54132,BLM,1570.884122,5979.319337,2389.89819,2153.896842,4779.129044,7598.388602,,,,4161.294605,3572.049915,6612.61083,8551.039062,8126.70752,17246.60627
P54136,RARS1,,10922.61328,29733.48438,,,9960.732422,,,,,8542.638672,9876.675781,,,15163.32422
P54198,HIRA,11750.75056,17752.92578,5768.245006,3773.933044,9328.5128,10284.30203,,,,18301.73633,21327.20117,23341.14762,9925.617759,11356.27363,18200.41051
P54274,TERF1,3650.554166,13889.71359,5634.622847,7704.329766,10565.51707,10448.70001,,,,11187.51427,13758.66514,15391.17441,17060.78752,14041.84208,21506.45324
P54277,PMS1,,,,,25585.63281,27152.67188,31959.91016,30494.66797,,44166.08594,32913.29688,46078.57812,37641.92969,34365.63281,13794.47559
P54278,PMS2,,,,,8344.390625,10190.50293,,,,,,,3118.882324,3689.021973,5444.411621
P54577,YARS1,,9617.967589,8272.262445,5060.205503,15831.99902,13632.91793,,,,,,3416.369385,,,4003.387163
P54727,RAD23B,14920.50216,26341.87262,26584.9746,28100.36455,20540.17593,19741.18572,,,,51646.51708,69059.34292,77503.93276,39150.70372,41487.58781,71543.92432
P54762,EPHB1,,138934.3906,104524.9219,99105.35938,,118924.4688,,,,,105562.5312,135353.6562,106082.5938,115161.5781,106813.7031
P54819,AK2,142154.8594,95070.125,170337.125,173069.5469,133792.6406,138329.7188,,,55812.71484,111816.3359,144062.1719,11058.66895,102638.9609,122579.5469,118597.3594
P54852,EMP3,47398.61719,85413.20312,44198.75781,,94146.98438,73049.32812,,,12345.20898,140165.0312,116934.4219,153084.7344,58056.41406,35375.21875,119136.125
P54886,ALDH18A1,2468.088867,7167.907715,8629.384766,,7252.523438,6372.472656,,,,10586.19727,6938.342285,4797.106934,3433.929199,,
P55058,PLTP,8815.553711,14200.10352,,27196.42188,11559.90625,9820.367188,,,3657.956055,,7695.454102,13474.24023,14225.93652,9770.804688,6939.128418
P55060,CSE1L,2156.812319,6672.998272,,,,,,,,4572.737012,7816.889175,6299.769171,5570.855638,4722.388768,8875.96776
P55061,TMBIM6,,5157.844727,,,,,,,,17798.92578,17864.66406,11370.51074,9324.825195,8803.524414,10872.9668
P55072,VCP,6906.461212,26361.53323,73976.10783,8592.925251,26899.34718,17016.86042,3467.650184,,,26438.85986,26828.99178,27201.55592,19772.29641,16228.94889,30488.02032
P55081,MFAP1,21673.81418,50156.09461,18185.66478,15708.58303,36658.37754,35271.4335,5328.655859,,6250.750569,81509.41714,86206.83029,81679.92801,54605.59929,45400.61455,65684.73783
P55083,MFAP4,57440.74439,68846.52126,56959.91993,17649.69982,42328.00833,84203.07325,16348.71368,,16158.03686,77831.65703,50829.99625,65721.58394,78449.99867,78689.96904,81627.58036
P55084,HADHB,26270.97008,57312.60975,52636.94596,33206.0965,60142.19428,64773.13459,22956.96268,6417.05588,13238.56379,91708.22752,101834.4856,83365.21372,47367.1594,44116.54688,78512.39968
P55145,MANF,7500.755174,14276.51592,5670.443781,4403.320828,6347.403943,13171.35236,,,,2707.373207,,2758.461837,5118.688523,6022.144613,5008.24977
P55199,ELL,10077.38712,12450.01424,6359.659259,14931.73971,13733.95786,14125.40039,,3447.165949,,18925.66821,21950.38086,20914.25988,15480.67503,18159.06617,28303.21911
P55201,BRPF1,5385.847064,11394.17071,4905.957288,7355.813444,17976.81482,17498.01473,2182.036788,,2625.05231,29997.85522,31792.0799,37374.39851,18823.11237,15203.7047,29645.9457
P55265,ADAR,16743.26481,46226.10705,20307.40191,19388.57996,32842.61405,38966.00781,4085.165166,,4008.297247,72691.80518,84439.67513,82587.17896,44049.40855,38872.98507,60982.28985
P55735,SEC13,11128.90797,17036.6347,17786.72999,,27662.67057,19758.524,,,,24311.6307,27083.50136,31967.50283,25415.69831,12841.26384,27405.02991
P55769,SNU13,62097.7307,123624.5942,77211.85224,47209.5374,118600.9989,170925.0605,10109.8348,,9646.498488,211098.5194,269060.0466,259702.8078,124226.3166,125339.2219,223399.903
P55786,NPEPPS,,,34759.13672,,3138.206748,3062.845,2761.457516,3004.032303,,,3486.735638,,,,
P55795,HNRNPH2,83037.45212,147502.4664,94362.7085,70744.28261,151971.362,147687.9983,48486.02848,28287.82594,40928.05958,193359.9861,218243.9458,191342.0383,164488.7921,162942.3003,230578.916
P55854,SUMO3,,13120.04883,,7060.008789,4201.337891,,,,,1165.232178,14359.58105,10015.00195,,3516.44165,10375.87891
P55884,EIF3B,6950.642458,7811.790861,10126.15196,6335.553443,12319.71634,9142.240553,,,,14335.56328,7768.452967,13642.723,8029.113306,5518.774643,8612.708077
P56134,ATP5MF,47946.87109,72025.85156,,,57941.62891,43383.09766,205559.6406,,,47345.13672,143854.7344,57442.39062,40806.74219,18577.92188,46216.39453
P56182,RRP1,10768.14801,27902.55099,16535.16605,18379.2855,34934.61843,56678.20758,3938.215911,,5571.685238,47019.32888,70519.12387,86376.41187,37307.9188,40188.92909,64863.95351
P56192,MARS1,,132896.6562,,,103616.3125,142369.7188,,,,186712.5,117553.7812,,,,172658.625
P56270,MAZ,5034.351227,17036.01256,3618.247899,4976.969704,8293.829963,14608.13379,1472.655899,,,15611.62938,23387.24106,18145.71696,18276.10313,14008.16107,37785.94141
P56524,HDAC4,218155.5312,,234917.6406,,,,,,,,553197.5625,,419346.25,,
P56537,EIF6,59850.35222,59121.33803,58233.16272,52042.59369,45696.57148,100193.6536,25207.58093,,30245.60464,84354.11537,146985.9755,134969.2651,73258.05725,88466.27669,125122.0412
P56545,CTBP2,10184.31821,11459.73381,,12023.81538,22706.51101,17568.8497,,,,14927.89931,10200.60308,14289.2913,20526.10346,19501.3612,28359.28189
P56556,NDUFA6,,10695.90625,16747.86328,,8710.97168,10504.27148,13424.0957,,5740.373535,10373.30078,5856.26709,15495.6123,11535.3457,5871.90625,6559.59668
P57071,PRDM15,3603.017578,,,,4623.901367,4057.945557,,,,4035.251465,2596.006104,,4115.080078,3698.460205,7588.8125
P57088,TMEM33,7757.92624,20862.85183,4943.51074,3024.246517,16513.63409,17078.95037,4883.241217,,,30225.71903,39853.50895,32102.83281,17179.8641,12864.93136,31892.85865
P57678,GEMIN4,2312.490937,3995.398837,,,7086.68932,4735.435037,,,,14028.15814,11406.09646,12642.54996,6705.417176,4318.373159,6710.250849
P57682,KLF3,13071.40137,27676.61328,25505.64648,7785.755859,13680.34277,33110.46094,,,,13317.26758,28032.81445,24014.79688,27760.18359,12090.29883,30751.37891
P57721,PCBP3,,78123.89062,,,54036.78906,106415.5938,,,,77064.53125,,49543.69531,47769.46094,,64820.66406
P57740,NUP107,10031.96521,31549.31177,15104.87216,10960.80187,31669.12509,27046.68231,1925.659445,,2457.283574,46873.68013,61348.04867,48103.72668,33390.83432,32153.42368,51784.18603
P58004,SESN2,,,,11682.06731,19857.97762,17784.65168,,,,,,,22592.78471,43874.62185,56417.52039
P58317,ZNF121,,3950.033936,,,2785.604492,2930.042725,,,474.7982483,9092.796875,,8267.3125,7054.753906,4012.103027,3908.307129
P58546,MTPN,,9821.131836,27728.76172,,,,,,,,,,,,
P59047,NLRP5,,26352.48719,22083.74417,21823.96002,29475.57569,,,,,,22468.60254,,,21547.18852,17947.99956
P59998,ARPC4,23005.08307,38148.77045,54559.35976,22365.78081,73468.62685,52487.45518,12494.51068,,9483.819207,44902.6948,45668.89321,31776.27679,28954.35802,26676.24546,43492.77794
P60006,ANAPC15,,7541.063477,,7060.635742,16116.85938,13698.19043,,,,,,11770.62402,13630.19141,,12974.11035
P60059,SEC61G,,31340.5332,10969.25098,,9436.890625,2970.638672,,,,,5858.334961,16471.40039,4011.363281,9376.12207,18684.33789
